Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Systolic	Diastolic	Barometric Pressure	Water Vapour Pressure	 	 
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	%O2	%CO2	cm/s	cm/s	L	L	BPM	L/min	L/min	%O2	%CO2	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	mmHg	mmHg	mmHg	mmHg	s	 
0	13.73226561	5.651765841	140.15625	-2.017625925	99.25	18.47592545	2.447829485	38.40625	19.71875	-0.03839574382	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	92.70954132	38.15631485	103.4408264	54.20622253	28.5007267	55.47308731	140.220047	79.49874878	722.1220093	592.6295776	738.7016093	 
-0.0007387750084	13.42309147	6.021010755	138.875	-2.015936078	99.25	18.44870186	2.471123219	38.90625	20.5625	-0.03933498636	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	90.62224579	40.64916992	101.7666397	54.58521271	29.35000038	19.09009743	138.9087677	78.08125305	722.1220093	570.762207	739.7816093	 
0	13.14483474	6.1341128	136.4375	-2.018268543	99.28125	18.42225266	2.493558884	37.5	21.1875	-0.04038195312	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	88.7436676	41.41274643	100.6407013	54.97065735	26.45474052	19.09009743	136.438324	77.85997772	722.1220093	548.2199097	740.8616093	 
0	12.92841284	6.247214846	135.34375	-2.018054337	99.28125	18.39682961	2.514881372	37.40625	19.21875	-0.04137096927	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	87.28256226	42.17632294	100.0837784	55.47589111	33.60063553	19.09009743	135.365448	77.17935944	722.1220093	534.5425415	741.9266093	 
-0.0007387750084	12.8356606	6.280480154	134.75	-2.018815958	99.375	18.37240982	2.535117149	39	31.6875	-0.0422889404	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.46827698	86.03018188	#NUM!	#NUM!	#NUM!	86.65637207	42.40090561	99.31430054	56.03686142	29.31505013	59.26698303	134.8106079	76.46443939	722.1220093	525.0675659	742.9766093	 
0	12.80474319	6.283806684	133.46875	-2.018101938	99.40625	18.34875298	2.554471016	45.90625	40.40625	-0.0430966951	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.82761002	83.94287109	#NUM!	#NUM!	#NUM!	86.44763184	42.42336273	98.54850769	57.26286697	31.71164703	84.49284363	133.4783325	77.5309906	722.1220093	521.460083	744.0166093	 
-0.002216324909	13.97960492	5.801459725	132.78125	-2.017744928	99.3125	18.32645226	2.573280811	45.84375	39	-0.04398977384	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.82761002	83.94287109	#NUM!	#NUM!	#NUM!	94.3793869	39.16693115	99.26825714	58.13273621	30.80731964	62.04969788	132.7821655	77.66015625	722.1220093	516.6531982	745.0216093	 
-0.001477550017	20.07033548	0.5222554136	131.96875	-2.019482376	99.25	18.3039093	2.592465401	73.0625	40.03125	-0.04477370158	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.82761002	83.94287109	#NUM!	#NUM!	#NUM!	135.4992523	3.525861263	99.91201782	58.75740814	32.30416489	64.94252777	131.9690094	79.59174347	722.1220093	522.7501831	746.0316093	 
-0.0007387750084	20.47226186	0.1230717228	132.3125	-2.017054709	99.21875	18.28172874	2.61136651	79.53125	37.96875	-0.04563392326	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.82761002	83.94287109	#NUM!	#NUM!	#NUM!	138.212738	0.8308842778	100.6268692	60.9565506	31.75291252	64.20868683	132.3175201	80.8746109	722.1220093	534.1115112	747.0066093	 
-0.001477550017	20.47226186	0.08980641523	133.78125	-2.017911533	99.1875	18.26025963	2.628998518	81.5	46.90625	-0.0464367494	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	42.82761002	83.94287109	#NUM!	#NUM!	#NUM!	138.212738	0.606302917	101.7434464	61.90302658	41.58088303	20.00155449	133.7887573	81.20265198	722.1220093	548.8118896	747.9266093	 
